l_ipn,r_asn,f,year,month,day,dayofweek,f_scaled
4,31976,87,2006,8,6,6,-0.0011993781442450064
4,34126,26,2006,8,6,6,-0.01178073395407461
5,12,2,2006,8,6,6,-0.015943890338269866
5,17,1,2006,8,6,6,-0.016117355187611336
5,156,1,2006,8,6,6,-0.016117355187611336
5,209,1,2006,8,6,6,-0.016117355187611336
5,1955,4,2006,8,6,6,-0.015596960639586929
5,2042,4,2006,8,6,6,-0.015596960639586929
5,2116,2,2006,8,6,6,-0.015943890338269866
5,2152,4,2006,8,6,6,-0.015596960639586929
5,3790,1,2006,8,6,6,-0.016117355187611336
5,4134,11,2006,8,6,6,-0.014382706694196645
5,4538,1,2006,8,6,6,-0.016117355187611336
5,4766,2,2006,8,6,6,-0.015943890338269866
5,7132,1,2006,8,6,6,-0.016117355187611336
5,7303,1,2006,8,6,6,-0.016117355187611336
5,7497,1,2006,8,6,6,-0.016117355187611336
5,8070,8,2006,8,6,6,-0.014903101242221052
5,8075,3,2006,8,6,6,-0.015770425488928395
5,9353,1,2006,8,6,6,-0.016117355187611336
5,13867,2,2006,8,6,6,-0.015943890338269866
5,14492,1,2006,8,6,6,-0.016117355187611336
5,24940,1,2006,8,6,6,-0.016117355187611336
5,29550,2,2006,8,6,6,-0.015943890338269866
6,12,1,2006,8,6,6,-0.016117355187611336
6,17,2,2006,8,6,6,-0.015943890338269866
6,156,1,2006,8,6,6,-0.016117355187611336
6,209,1,2006,8,6,6,-0.016117355187611336
6,1955,3,2006,8,6,6,-0.015770425488928395
6,2116,2,2006,8,6,6,-0.015943890338269866
6,3215,1,2006,8,6,6,-0.016117355187611336
6,4134,22,2006,8,6,6,-0.012474593351440487
6,4515,2,2006,8,6,6,-0.015943890338269866
6,4538,1,2006,8,6,6,-0.016117355187611336
6,4766,1,2006,8,6,6,-0.016117355187611336
6,4812,1,2006,8,6,6,-0.016117355187611336
6,7497,1,2006,8,6,6,-0.016117355187611336
6,9353,2,2006,8,6,6,-0.015943890338269866
6,14492,1,2006,8,6,6,-0.016117355187611336
6,24940,1,2006,8,6,6,-0.016117355187611336
6,25525,1,2006,8,6,6,-0.016117355187611336
6,27645,2,2006,8,6,6,-0.015943890338269866
6,29550,2,2006,8,6,6,-0.015943890338269866
6,34126,1,2006,8,6,6,-0.016117355187611336
7,109,6,2006,8,6,6,-0.01525003094090399
7,174,2,2006,8,6,6,-0.015943890338269866
7,2152,2,2006,8,6,6,-0.015943890338269866
7,4323,2,2006,8,6,6,-0.015943890338269866
7,7497,1,2006,8,6,6,-0.016117355187611336
7,8070,1,2006,8,6,6,-0.016117355187611336
7,8075,2,2006,8,6,6,-0.015943890338269866
7,18924,48,2006,8,6,6,-0.007964507268562295
7,29550,2,2006,8,6,6,-0.015943890338269866
8,109,6,2006,8,6,6,-0.01525003094090399
8,2152,1,2006,8,6,6,-0.016117355187611336
8,7497,1,2006,8,6,6,-0.016117355187611336
8,8075,2,2006,8,6,6,-0.015943890338269866
8,15169,105,2006,8,6,6,0.0019229891439014343
8,21548,2,2006,8,6,6,-0.015943890338269866
8,29550,1,2006,8,6,6,-0.016117355187611336
8,36856,4,2006,8,6,6,-0.015596960639586929
9,2152,1,2006,8,6,6,-0.016117355187611336
9,8070,3,2006,8,6,6,-0.015770425488928395
0,209,2,2006,8,7,0,-0.015943890338269866
0,701,1,2006,8,7,0,-0.016117355187611336
0,1239,1,2006,8,7,0,-0.016117355187611336
0,1785,1,2006,8,7,0,-0.016117355187611336
0,1955,1,2006,8,7,0,-0.016117355187611336
0,3352,1,2006,8,7,0,-0.016117355187611336
0,3462,2,2006,8,7,0,-0.015943890338269866
0,3561,30,2006,8,7,0,-0.011086874556708736
0,3671,17,2006,8,7,0,-0.013341917598147832
0,4134,2,2006,8,7,0,-0.015943890338269866
0,4513,1,2006,8,7,0,-0.016117355187611336
0,4544,1,2006,8,7,0,-0.016117355187611336
0,4713,3,2006,8,7,0,-0.015770425488928395
0,4837,5,2006,8,7,0,-0.015423495790245458
0,5432,1,2006,8,7,0,-0.016117355187611336
0,5462,1,2006,8,7,0,-0.016117355187611336
0,5617,1,2006,8,7,0,-0.016117355187611336
0,6432,1,2006,8,7,0,-0.016117355187611336
0,6467,1,2006,8,7,0,-0.016117355187611336
0,6724,1,2006,8,7,0,-0.016117355187611336
0,6830,1,2006,8,7,0,-0.016117355187611336
0,6939,1,2006,8,7,0,-0.016117355187611336
0,7021,1,2006,8,7,0,-0.016117355187611336
0,7132,27,2006,8,7,0,-0.011607269104733142
0,7552,1,2006,8,7,0,-0.016117355187611336
0,7738,1,2006,8,7,0,-0.016117355187611336
0,7893,1,2006,8,7,0,-0.016117355187611336
0,8001,1,2006,8,7,0,-0.016117355187611336
0,9121,2,2006,8,7,0,-0.015943890338269866
0,9617,1,2006,8,7,0,-0.016117355187611336
0,11060,1,2006,8,7,0,-0.016117355187611336
0,11707,1,2006,8,7,0,-0.016117355187611336
0,13041,4,2006,8,7,0,-0.015596960639586929
0,13462,28,2006,8,7,0,-0.011433804255391674
0,13601,2,2006,8,7,0,-0.015943890338269866
0,13867,1,2006,8,7,0,-0.016117355187611336
0,15083,1,2006,8,7,0,-0.016117355187611336
0,15557,1,2006,8,7,0,-0.016117355187611336
0,16805,1,2006,8,7,0,-0.016117355187611336
0,18177,2,2006,8,7,0,-0.015943890338269866
0,19262,4,2006,8,7,0,-0.015596960639586929
0,20001,1,2006,8,7,0,-0.016117355187611336
0,20183,1,2006,8,7,0,-0.016117355187611336
0,20214,1,2006,8,7,0,-0.016117355187611336
0,20468,1,2006,8,7,0,-0.016117355187611336
0,22927,1,2006,8,7,0,-0.016117355187611336
0,28573,1,2006,8,7,0,-0.016117355187611336
0,29571,1,2006,8,7,0,-0.016117355187611336
0,30380,1,2006,8,7,0,-0.016117355187611336
0,35970,1,2006,8,7,0,-0.016117355187611336
0,36503,1,2006,8,7,0,-0.016117355187611336
1,209,1,2006,8,7,0,-0.016117355187611336
1,1659,11,2006,8,7,0,-0.014382706694196645
1,1955,9,2006,8,7,0,-0.014729636392879584
1,2107,2,2006,8,7,0,-0.015943890338269866
1,3265,1443,2006,8,7,0,0.23401895756278687
1,3462,8,2006,8,7,0,-0.014903101242221052
1,3561,14,2006,8,7,0,-0.01386231214617224
1,3794,4,2006,8,7,0,-0.015596960639586929
1,4134,12,2006,8,7,0,-0.014209241844855176
1,4788,3,2006,8,7,0,-0.015770425488928395
1,4812,2,2006,8,7,0,-0.015943890338269866
1,4837,31,2006,8,7,0,-0.010913409707367266
1,5693,1,2006,8,7,0,-0.016117355187611336
1,6400,2,2006,8,7,0,-0.015943890338269866
1,6746,7,2006,8,7,0,-0.015076566091562521
1,7132,4,2006,8,7,0,-0.015596960639586929
1,8151,2,2006,8,7,0,-0.015943890338269866
1,8708,7,2006,8,7,0,-0.015076566091562521
1,9316,1,2006,8,7,0,-0.016117355187611336
1,9908,1,2006,8,7,0,-0.016117355187611336
1,11486,2,2006,8,7,0,-0.015943890338269866
1,12302,108,2006,8,7,0,0.002443383691925841
1,13041,4,2006,8,7,0,-0.015596960639586929
1,14265,2,2006,8,7,0,-0.015943890338269866
1,14778,16,2006,8,7,0,-0.0135153824474893
1,15083,4,2006,8,7,0,-0.015596960639586929
1,16195,1,2006,8,7,0,-0.016117355187611336
1,16206,1,2006,8,7,0,-0.016117355187611336
1,17775,1,2006,8,7,0,-0.016117355187611336
1,17813,1,2006,8,7,0,-0.016117355187611336
1,18177,1,2006,8,7,0,-0.016117355187611336
1,19262,1,2006,8,7,0,-0.016117355187611336
1,20723,1,2006,8,7,0,-0.016117355187611336
1,22291,1,2006,8,7,0,-0.016117355187611336
1,24600,4,2006,8,7,0,-0.015596960639586929
1,30340,2,2006,8,7,0,-0.015943890338269866
1,32743,4,2006,8,7,0,-0.015596960639586929
1,34320,1,2006,8,7,0,-0.016117355187611336
2,209,33,2006,8,7,0,-0.010566480008684329
2,1312,143,2006,8,7,0,0.008514653418877255
2,3462,1,2006,8,7,0,-0.016117355187611336
2,3557,1,2006,8,7,0,-0.016117355187611336
2,3561,10,2006,8,7,0,-0.014556171543538115
2,4134,2,2006,8,7,0,-0.015943890338269866
2,4837,1,2006,8,7,0,-0.016117355187611336
2,5650,106,2006,8,7,0,0.002096453993242903
2,6478,1,2006,8,7,0,-0.016117355187611336
2,7132,3,2006,8,7,0,-0.015770425488928395
2,7377,133,2006,8,7,0,0.006780004925462564
2,11414,3,2006,8,7,0,-0.015770425488928395
2,13041,4,2006,8,7,0,-0.015596960639586929
2,13749,1,2006,8,7,0,-0.016117355187611336
2,15083,1,2006,8,7,0,-0.016117355187611336
2,19181,1,2006,8,7,0,-0.016117355187611336
2,19262,1,2006,8,7,0,-0.016117355187611336
2,21840,2,2006,8,7,0,-0.015943890338269866
2,29863,4,2006,8,7,0,-0.015596960639586929
2,30099,4,2006,8,7,0,-0.015596960639586929
2,33260,8,2006,8,7,0,-0.014903101242221052
2,33650,19,2006,8,7,0,-0.012994987899464894
2,33651,1,2006,8,7,0,-0.016117355187611336
2,36752,1,2006,8,7,0,-0.016117355187611336
3,766,1,2006,8,7,0,-0.016117355187611336
3,1955,1,2006,8,7,0,-0.016117355187611336
3,3462,3,2006,8,7,0,-0.015770425488928395
3,4134,3,2006,8,7,0,-0.015770425488928395
3,4808,2,2006,8,7,0,-0.015943890338269866
3,4812,1,2006,8,7,0,-0.016117355187611336
3,4837,23,2006,8,7,0,-0.012301128502099018
3,5693,1,2006,8,7,0,-0.016117355187611336
3,13041,2,2006,8,7,0,-0.015943890338269866
3,14265,2,2006,8,7,0,-0.015943890338269866
3,15083,2,2006,8,7,0,-0.015943890338269866
3,18177,2,2006,8,7,0,-0.015943890338269866
3,19262,1,2006,8,7,0,-0.016117355187611336
3,20723,1,2006,8,7,0,-0.016117355187611336
3,30340,2,2006,8,7,0,-0.015943890338269866
4,1955,9,2006,8,7,0,-0.014729636392879584
4,3462,1,2006,8,7,0,-0.016117355187611336
4,4134,3,2006,8,7,0,-0.015770425488928395
4,4837,3,2006,8,7,0,-0.015770425488928395
4,7132,15,2006,8,7,0,-0.01368884729683077
4,13041,4,2006,8,7,0,-0.015596960639586929
4,14778,2,2006,8,7,0,-0.015943890338269866
4,15083,2,2006,8,7,0,-0.015943890338269866
4,18177,1,2006,8,7,0,-0.016117355187611336
4,19262,1,2006,8,7,0,-0.016117355187611336
4,22855,15,2006,8,7,0,-0.01368884729683077
4,29895,2,2006,8,7,0,-0.015943890338269866
4,31976,84,2006,8,7,0,-0.0017197726922694133
4,33651,46,2006,8,7,0,-0.008311436967245232
5,1955,1,2006,8,7,0,-0.016117355187611336
5,2152,3,2006,8,7,0,-0.015770425488928395
5,3462,5,2006,8,7,0,-0.015423495790245458
5,3561,1,2006,8,7,0,-0.016117355187611336
5,4134,2,2006,8,7,0,-0.015943890338269866
5,4837,29,2006,8,7,0,-0.011260339406050205
5,6167,2,2006,8,7,0,-0.015943890338269866
5,7132,2,2006,8,7,0,-0.015943890338269866
5,8070,5,2006,8,7,0,-0.015423495790245458
5,8075,6,2006,8,7,0,-0.01525003094090399
5,13867,2,2006,8,7,0,-0.015943890338269866
5,14265,2,2006,8,7,0,-0.015943890338269866
5,15083,2,2006,8,7,0,-0.015943890338269866
5,18177,5,2006,8,7,0,-0.015423495790245458
5,19262,1,2006,8,7,0,-0.016117355187611336
5,25973,1,2006,8,7,0,-0.016117355187611336
5,30340,2,2006,8,7,0,-0.015943890338269866
6,1955,1,2006,8,7,0,-0.016117355187611336
6,2116,1,2006,8,7,0,-0.016117355187611336
6,3462,5,2006,8,7,0,-0.015423495790245458
6,4134,3,2006,8,7,0,-0.015770425488928395
6,4515,2,2006,8,7,0,-0.015943890338269866
6,4812,1,2006,8,7,0,-0.016117355187611336
6,4837,24,2006,8,7,0,-0.01212766365275755
6,5693,1,2006,8,7,0,-0.016117355187611336
6,13041,2,2006,8,7,0,-0.015943890338269866
6,14265,5,2006,8,7,0,-0.015423495790245458
6,15083,2,2006,8,7,0,-0.015943890338269866
6,18177,2,2006,8,7,0,-0.015943890338269866
6,20723,1,2006,8,7,0,-0.016117355187611336
6,30340,4,2006,8,7,0,-0.015596960639586929
7,109,4,2006,8,7,0,-0.015596960639586929
7,2152,6,2006,8,7,0,-0.01525003094090399
7,3491,1,2006,8,7,0,-0.016117355187611336
7,3561,2,2006,8,7,0,-0.015943890338269866
7,3701,2,2006,8,7,0,-0.015943890338269866
7,4713,1,2006,8,7,0,-0.016117355187611336
7,6432,5,2006,8,7,0,-0.015423495790245458
7,8070,2,2006,8,7,0,-0.015943890338269866
7,8075,6,2006,8,7,0,-0.01525003094090399
7,9156,2,2006,8,7,0,-0.015943890338269866
7,10933,2,2006,8,7,0,-0.015943890338269866
7,11955,4,2006,8,7,0,-0.015596960639586929
7,12168,2,2006,8,7,0,-0.015943890338269866
7,15169,21,2006,8,7,0,-0.012648058200781956
7,18924,48,2006,8,7,0,-0.007964507268562295
7,21568,3,2006,8,7,0,-0.015770425488928395
7,21844,7,2006,8,7,0,-0.015076566091562521
7,26201,1,2006,8,7,0,-0.016117355187611336
7,36856,7,2006,8,7,0,-0.015076566091562521
8,16,1,2006,8,7,0,-0.016117355187611336
8,55,5,2006,8,7,0,-0.015423495790245458
8,73,8,2006,8,7,0,-0.014903101242221052
8,109,4,2006,8,7,0,-0.015596960639586929
8,209,2,2006,8,7,0,-0.015943890338269866
8,702,2,2006,8,7,0,-0.015943890338269866
8,1103,1,2006,8,7,0,-0.016117355187611336
8,2152,20,2006,8,7,0,-0.012821523050123426
8,2200,3,2006,8,7,0,-0.015770425488928395
8,2259,4,2006,8,7,0,-0.015596960639586929
8,2857,3,2006,8,7,0,-0.015770425488928395
8,3561,2,2006,8,7,0,-0.015943890338269866
8,3598,4,2006,8,7,0,-0.015596960639586929
8,3999,6,2006,8,7,0,-0.01525003094090399
8,4266,2,2006,8,7,0,-0.015943890338269866
8,4713,1,2006,8,7,0,-0.016117355187611336
8,6140,2,2006,8,7,0,-0.015943890338269866
8,7018,19,2006,8,7,0,-0.012994987899464894
8,7472,5,2006,8,7,0,-0.015423495790245458
8,8001,2,2006,8,7,0,-0.015943890338269866
8,8070,7,2006,8,7,0,-0.015076566091562521
8,8075,4,2006,8,7,0,-0.015596960639586929
8,11486,6,2006,8,7,0,-0.01525003094090399
8,12168,1,2006,8,7,0,-0.016117355187611336
8,12552,2,2006,8,7,0,-0.015943890338269866
8,13890,2,2006,8,7,0,-0.015943890338269866
8,14550,6,2006,8,7,0,-0.01525003094090399
8,15169,360,2006,8,7,0,0.04615652572597601
8,17374,3,2006,8,7,0,-0.015770425488928395
8,19250,4,2006,8,7,0,-0.015596960639586929
8,20940,2,2006,8,7,0,-0.015943890338269866
8,22205,2,2006,8,7,0,-0.015943890338269866
8,22822,4,2006,8,7,0,-0.015596960639586929
8,22982,2,2006,8,7,0,-0.015943890338269866
8,26238,5,2006,8,7,0,-0.015423495790245458
8,27357,2,2006,8,7,0,-0.015943890338269866
8,32878,1,2006,8,7,0,-0.016117355187611336
8,33554,2,2006,8,7,0,-0.015943890338269866
8,36856,15,2006,8,7,0,-0.01368884729683077
9,174,7,2006,8,7,0,-0.015076566091562521
9,2140,26,2006,8,7,0,-0.01178073395407461
9,2152,122,2006,8,7,0,0.004871891582706406
9,3356,25,2006,8,7,0,-0.011954198803416081
9,3561,43,2006,8,7,0,-0.00883183151526964
9,3595,7,2006,8,7,0,-0.015076566091562521
9,5779,20,2006,8,7,0,-0.012821523050123426
9,6432,12,2006,8,7,0,-0.014209241844855176
9,6461,7,2006,8,7,0,-0.015076566091562521
9,7091,1,2006,8,7,0,-0.016117355187611336
9,7105,1,2006,8,7,0,-0.016117355187611336
9,7349,4,2006,8,7,0,-0.015596960639586929
9,7743,19,2006,8,7,0,-0.012994987899464894
9,8070,4,2006,8,7,0,-0.015596960639586929
9,8075,2,2006,8,7,0,-0.015943890338269866
9,8972,3,2006,8,7,0,-0.015770425488928395
9,9452,1,2006,8,7,0,-0.016117355187611336
9,10763,1,2006,8,7,0,-0.016117355187611336
9,10912,7,2006,8,7,0,-0.015076566091562521
9,11266,3,2006,8,7,0,-0.015770425488928395
9,11486,8,2006,8,7,0,-0.014903101242221052
9,12168,5,2006,8,7,0,-0.015423495790245458
9,12182,3,2006,8,7,0,-0.015770425488928395
9,12217,10,2006,8,7,0,-0.014556171543538115
9,12222,2,2006,8,7,0,-0.015943890338269866
9,13890,14,2006,8,7,0,-0.01386231214617224
9,14173,15,2006,8,7,0,-0.01368884729683077
9,14711,18,2006,8,7,0,-0.013168452748806363
9,14779,22,2006,8,7,0,-0.012474593351440487
9,14780,143,2006,8,7,0,0.008514653418877255
9,14829,2,2006,8,7,0,-0.015943890338269866
9,15169,45,2006,8,7,0,-0.008484901816586702
9,15226,1,2006,8,7,0,-0.016117355187611336
9,16807,4,2006,8,7,0,-0.015596960639586929
9,19296,4,2006,8,7,0,-0.015596960639586929
9,21844,1,2006,8,7,0,-0.016117355187611336
9,21845,1,2006,8,7,0,-0.016117355187611336
9,22277,3,2006,8,7,0,-0.015770425488928395
9,22822,191,2006,8,7,0,0.016840966187267763
9,23342,3,2006,8,7,0,-0.015770425488928395
9,25041,3,2006,8,7,0,-0.015770425488928395
9,26101,28,2006,8,7,0,-0.011433804255391674
9,27445,1,2006,8,7,0,-0.016117355187611336
9,29720,3,2006,8,7,0,-0.015770425488928395
9,30099,3,2006,8,7,0,-0.015770425488928395
9,30636,3,2006,8,7,0,-0.015770425488928395
9,31815,33,2006,8,7,0,-0.010566480008684329
9,32275,1,2006,8,7,0,-0.016117355187611336
9,32613,1,2006,8,7,0,-0.016117355187611336
9,32748,12,2006,8,7,0,-0.014209241844855176
9,33070,2,2006,8,7,0,-0.015943890338269866
9,33419,4,2006,8,7,0,-0.015596960639586929
9,33694,1,2006,8,7,0,-0.016117355187611336
9,33739,55,2006,8,7,0,-0.006750253323172012
9,35845,2,2006,8,7,0,-0.015943890338269866
9,36088,186,2006,8,7,0,0.015973641940560418
9,36323,3,2006,8,7,0,-0.015770425488928395
9,36431,53,2006,8,7,0,-0.00709718302185495
9,36561,9,2006,8,7,0,-0.014729636392879584
9,36839,5,2006,8,7,0,-0.015423495790245458
9,36856,1,2006,8,7,0,-0.016117355187611336
0,2152,4,2006,8,8,1,-0.015596960639586929
0,3561,31,2006,8,8,1,-0.010913409707367266
0,3595,1,2006,8,8,1,-0.016117355187611336
0,3671,17,2006,8,8,1,-0.013341917598147832
0,3741,2,2006,8,8,1,-0.015943890338269866
0,4134,1,2006,8,8,1,-0.016117355187611336
0,4323,2,2006,8,8,1,-0.015943890338269866
0,4766,2,2006,8,8,1,-0.015943890338269866
0,4771,1,2006,8,8,1,-0.016117355187611336
0,4812,2,2006,8,8,1,-0.015943890338269866
0,4837,2,2006,8,8,1,-0.015943890338269866
0,5462,1,2006,8,8,1,-0.016117355187611336
0,6400,1,2006,8,8,1,-0.016117355187611336
0,6432,2,2006,8,8,1,-0.015943890338269866
0,6461,2,2006,8,8,1,-0.015943890338269866
0,6478,1,2006,8,8,1,-0.016117355187611336
0,6724,1,2006,8,8,1,-0.016117355187611336
0,6939,1,2006,8,8,1,-0.016117355187611336
0,6993,2,2006,8,8,1,-0.015943890338269866
0,7018,2,2006,8,8,1,-0.015943890338269866
0,7132,23,2006,8,8,1,-0.012301128502099018
0,7893,2,2006,8,8,1,-0.015943890338269866
0,8553,1,2006,8,8,1,-0.016117355187611336
0,8560,1,2006,8,8,1,-0.016117355187611336
0,9121,1,2006,8,8,1,-0.016117355187611336
0,9829,13,2006,8,8,1,-0.014035776995513708
0,10318,1,2006,8,8,1,-0.016117355187611336
0,11427,1,2006,8,8,1,-0.016117355187611336
0,11664,1,2006,8,8,1,-0.016117355187611336
0,11790,1,2006,8,8,1,-0.016117355187611336
0,12173,1055,2006,8,8,1,0.1667145960182969
0,13462,38,2006,8,8,1,-0.009699155761976984
0,14501,1,2006,8,8,1,-0.016117355187611336
0,14780,1,2006,8,8,1,-0.016117355187611336
0,16509,2,2006,8,8,1,-0.015943890338269866
0,18101,1,2006,8,8,1,-0.016117355187611336
0,18403,1,2006,8,8,1,-0.016117355187611336
0,18712,1,2006,8,8,1,-0.016117355187611336
0,19262,140,2006,8,8,1,0.007994258870852847
0,19772,1,2006,8,8,1,-0.016117355187611336
0,20773,1,2006,8,8,1,-0.016117355187611336
0,26085,2,2006,8,8,1,-0.015943890338269866
0,26101,1,2006,8,8,1,-0.016117355187611336
0,34804,1,2006,8,8,1,-0.016117355187611336
0,35017,192,2006,8,8,1,0.017014431036609233
1,3265,1404,2006,8,8,1,0.22725382843846959
1,3561,9,2006,8,8,1,-0.014729636392879584
1,3595,1,2006,8,8,1,-0.016117355187611336
1,4134,5,2006,8,8,1,-0.015423495790245458
1,4323,1,2006,8,8,1,-0.016117355187611336
1,4613,2,2006,8,8,1,-0.015943890338269866
1,4732,2,2006,8,8,1,-0.015943890338269866
1,4812,2,2006,8,8,1,-0.015943890338269866
1,4837,1,2006,8,8,1,-0.016117355187611336
1,6327,1,2006,8,8,1,-0.016117355187611336
1,8151,1,2006,8,8,1,-0.016117355187611336
1,9277,2,2006,8,8,1,-0.015943890338269866
1,9316,2,2006,8,8,1,-0.015943890338269866
1,9318,5,2006,8,8,1,-0.015423495790245458
1,9712,2,2006,8,8,1,-0.015943890338269866
1,9738,1,2006,8,8,1,-0.016117355187611336
1,9800,1,2006,8,8,1,-0.016117355187611336
1,9829,28,2006,8,8,1,-0.011433804255391674
1,9908,1,2006,8,8,1,-0.016117355187611336
1,10620,1,2006,8,8,1,-0.016117355187611336
1,11486,6,2006,8,8,1,-0.01525003094090399
1,12173,1057,2006,8,8,1,0.16706152571697985
1,12302,107,2006,8,8,1,0.002269918842584372
1,14585,2,2006,8,8,1,-0.015943890338269866
1,14742,4,2006,8,8,1,-0.015596960639586929
1,14778,12,2006,8,8,1,-0.014209241844855176
1,15305,2,2006,8,8,1,-0.015943890338269866
1,16206,1,2006,8,8,1,-0.016117355187611336
1,17826,1,2006,8,8,1,-0.016117355187611336
1,17854,2,2006,8,8,1,-0.015943890338269866
1,19262,43,2006,8,8,1,-0.00883183151526964
1,25086,1,2006,8,8,1,-0.016117355187611336
1,32743,2,2006,8,8,1,-0.015943890338269866
1,35017,3326,2006,8,8,1,0.5606532688727729
1,35830,2,2006,8,8,1,-0.015943890338269866
2,47,1,2006,8,8,1,-0.016117355187611336
2,209,50,2006,8,8,1,-0.007617577569879357
2,1312,112,2006,8,8,1,0.003137243089291717
2,2637,1,2006,8,8,1,-0.016117355187611336
2,3561,9,2006,8,8,1,-0.014729636392879584
2,3595,1,2006,8,8,1,-0.016117355187611336
2,4323,16,2006,8,8,1,-0.0135153824474893
2,5650,104,2006,8,8,1,0.0017495242945599653
2,6364,3,2006,8,8,1,-0.015770425488928395
2,6478,1,2006,8,8,1,-0.016117355187611336
2,7018,80,2006,8,8,1,-0.002413632089635289
2,7132,10,2006,8,8,1,-0.014556171543538115
2,7377,98,2006,8,8,1,0.0007087351985111518
2,8001,1,2006,8,8,1,-0.016117355187611336
2,9829,14,2006,8,8,1,-0.01386231214617224
2,10620,1,2006,8,8,1,-0.016117355187611336
2,11414,24,2006,8,8,1,-0.01212766365275755
2,12173,915,2006,8,8,1,0.14242951711049126
2,15169,4,2006,8,8,1,-0.015596960639586929
2,19262,657,2006,8,8,1,0.09767558598039229
2,30099,4,2006,8,8,1,-0.015596960639586929
2,35017,2,2006,8,8,1,-0.015943890338269866
3,3595,1,2006,8,8,1,-0.016117355187611336
3,4134,2,2006,8,8,1,-0.015943890338269866
3,4713,3,2006,8,8,1,-0.015770425488928395
3,4732,2,2006,8,8,1,-0.015943890338269866
3,4837,1,2006,8,8,1,-0.016117355187611336
3,9712,2,2006,8,8,1,-0.015943890338269866
3,9829,2,2006,8,8,1,-0.015943890338269866
3,12173,2,2006,8,8,1,-0.015943890338269866
3,15305,2,2006,8,8,1,-0.015943890338269866
3,35017,1,2006,8,8,1,-0.016117355187611336
4,3595,1,2006,8,8,1,-0.016117355187611336
4,3741,2,2006,8,8,1,-0.015943890338269866
4,4323,1,2006,8,8,1,-0.016117355187611336
4,6428,1,2006,8,8,1,-0.016117355187611336
4,7132,92,2006,8,8,1,-0.00033205389753766183
4,9712,2,2006,8,8,1,-0.015943890338269866
4,9829,3,2006,8,8,1,-0.015770425488928395
4,10620,1,2006,8,8,1,-0.016117355187611336
4,12173,1056,2006,8,8,1,0.16688806086763838
4,19262,37,2006,8,8,1,-0.009872620611318453
4,22855,11,2006,8,8,1,-0.014382706694196645
4,29895,2,2006,8,8,1,-0.015943890338269866
4,31976,84,2006,8,8,1,-0.0017197726922694133
4,33651,52,2006,8,8,1,-0.0072706478711964196
4,35017,63,2006,8,8,1,-0.005362534528440261
5,209,1,2006,8,8,1,-0.016117355187611336
5,2152,3,2006,8,8,1,-0.015770425488928395
5,3595,1,2006,8,8,1,-0.016117355187611336
5,3741,1,2006,8,8,1,-0.016117355187611336
5,4134,4,2006,8,8,1,-0.015596960639586929
5,4713,4,2006,8,8,1,-0.015596960639586929
5,4732,4,2006,8,8,1,-0.015596960639586929
5,4812,3,2006,8,8,1,-0.015770425488928395
5,7132,1,2006,8,8,1,-0.016117355187611336
5,8070,8,2006,8,8,1,-0.014903101242221052
5,8075,3,2006,8,8,1,-0.015770425488928395
5,9712,2,2006,8,8,1,-0.015943890338269866
5,9829,2,2006,8,8,1,-0.015943890338269866
5,12173,2,2006,8,8,1,-0.015943890338269866
5,13867,2,2006,8,8,1,-0.015943890338269866
5,15305,4,2006,8,8,1,-0.015596960639586929
5,33314,1,2006,8,8,1,-0.016117355187611336
5,35017,1,2006,8,8,1,-0.016117355187611336
6,3595,2,2006,8,8,1,-0.015943890338269866
6,4134,6,2006,8,8,1,-0.01525003094090399
6,4713,3,2006,8,8,1,-0.015770425488928395
6,4732,2,2006,8,8,1,-0.015943890338269866
6,4812,1,2006,8,8,1,-0.016117355187611336
6,9712,2,2006,8,8,1,-0.015943890338269866
6,9829,2,2006,8,8,1,-0.015943890338269866
6,10620,2,2006,8,8,1,-0.015943890338269866
6,12173,1,2006,8,8,1,-0.016117355187611336
6,15305,2,2006,8,8,1,-0.015943890338269866
6,35017,1,2006,8,8,1,-0.016117355187611336
7,109,8,2006,8,8,1,-0.014903101242221052
7,1239,6,2006,8,8,1,-0.01525003094090399
7,2152,17,2006,8,8,1,-0.013341917598147832
7,3561,1,2006,8,8,1,-0.016117355187611336
7,3701,1,2006,8,8,1,-0.016117355187611336
7,8070,11,2006,8,8,1,-0.014382706694196645
7,8075,19,2006,8,8,1,-0.012994987899464894
7,8560,1,2006,8,8,1,-0.016117355187611336
7,9156,1,2006,8,8,1,-0.016117355187611336
7,10763,1,2006,8,8,1,-0.016117355187611336
7,15169,17,2006,8,8,1,-0.013341917598147832
7,18924,49,2006,8,8,1,-0.007791042419220826
7,21844,3,2006,8,8,1,-0.015770425488928395
7,36717,4,2006,8,8,1,-0.015596960639586929
7,36856,2,2006,8,8,1,-0.015943890338269866
8,3,8,2006,8,8,1,-0.014903101242221052
8,18,11,2006,8,8,1,-0.014382706694196645
8,109,8,2006,8,8,1,-0.014903101242221052
8,174,3,2006,8,8,1,-0.015770425488928395
8,209,1,2006,8,8,1,-0.016117355187611336
8,786,3,2006,8,8,1,-0.015770425488928395
8,1668,10,2006,8,8,1,-0.014556171543538115
8,1742,1,2006,8,8,1,-0.016117355187611336
8,1842,4,2006,8,8,1,-0.015596960639586929
8,2152,26,2006,8,8,1,-0.01178073395407461
8,3561,4,2006,8,8,1,-0.015596960639586929
8,3598,2,2006,8,8,1,-0.015943890338269866
